Placa,Clase,Marca,A¤o de fabricaci¢n del taxi,Categor¡a,Tipo taxi
TSJ-000836,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-000837,Taxi San Jos‚,Toyota,2015,Automovil,Sedan
TSJ-000838,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-000839,Taxi San Jos‚,Nissan,2009,Automovil,Sedan
TSJ-000841,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-000842,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-000843,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-000844,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-000845,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-000846,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-000847,Taxi San Jos‚,Nissan,2007,Automovil,Sedan
TSJ-000848,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-000849,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-000850,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-000851,Taxi San Jos‚,Toyota,2000,Automovil,Sedan
TSJ-000852,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-000854,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-000855,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-000856,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-000857,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-000858,Taxi San Jos‚,Toyota,2005,Taxi,Sedan
TSJ-000860,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-000861,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-000862,Taxi San Jos‚,Toyota,1990,Automovil,Sedan
TSJ-000864,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-000865,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-000866,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-000867,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-000868,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-000869,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-000870,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-000872,Taxi San Jos‚,Faw,2014,Automovil,Sedan
TSJ-000873,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-000875,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-000876,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-000877,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000878,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-000879,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-000880,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-000881,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-000883,Taxi San Jos‚,Nissan,2007,Automovil,Sedan
TSJ-000884,Taxi San Jos‚,Hyundai,2005,Taxi,Sedan
TSJ-000885,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-000886,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-000887,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-000888,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-000889,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-000890,Taxi San Jos‚,Suzuki,2013,Automovil,Sedan
TSJ-000891,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-000892,Taxi San Jos‚,Toyota,2018,Automovil,Sedan
TSJ-000893,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-000894,Taxi San Jos‚,Hyundai,2003,Taxi,Sedan
TSJ-000895,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-000896,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-000897,Taxi San Jos‚,Kia,2008,Automovil,Sedan
TSJ-000898,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-000899,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-000900,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-000901,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-000902,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-000903,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-000904,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-000907,Taxi San Jos‚,Faw,2015,Automovil,Sedan
TSJ-000909,Taxi San Jos‚,Toyota,2018,Automovil,Sedan
TSJ-000910,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-000911,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-000913,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-000914,Taxi San Jos‚,Chevrolet,2006,Automovil,Sedan
TSJ-000915,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-000916,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-000917,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-000918,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-000919,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-000920,Taxi San Jos‚,Nissan,2014,Automovil,Sedan
TSJ-000921,Taxi San Jos‚,Nissan,2009,Automovil,Sedan
TSJ-000922,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000923,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-000924,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-000925,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-000926,Taxi San Jos‚,Nissan,2008,Carga liviana,Rural
TSJ-000927,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-000928,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-000929,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-000930,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-000931,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-000933,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-000934,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-000935,Taxi San Jos‚,Toyota,2001,Automovil,Sedan
TSJ-000936,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-000937,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-000939,Taxi San Jos‚,Daihatsu,2008,Automovil,Sedan
TSJ-000940,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-000941,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-000943,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-000944,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000945,Taxi San Jos‚,Nissan,2004,Automovil,Sedan
TSJ-000946,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-000947,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-000948,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-000949,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-000950,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000951,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-000952,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-000953,Taxi San Jos‚,Chevrolet,2008,Automovil,Sedan
TSJ-000954,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-000955,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-000956,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-000957,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-000958,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-000959,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-000960,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-000961,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-000962,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-000963,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000964,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000965,Taxi San Jos‚,Hyundai,1992,Automovil,Sedan
TSJ-000966,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-000967,Taxi San Jos‚,Kia,1998,Automovil,Sedan
TSJ-000968,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000969,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-000970,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-000971,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-000972,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-000973,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000974,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-000975,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000976,Taxi San Jos‚,Hyundai,1999,Automovil,Sedan
TSJ-000977,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-000978,Taxi San Jos‚,Suzuki,2005,Automovil,Sedan
TSJ-000979,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000980,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-000981,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000982,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-000984,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-000985,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-000990,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-000991,Taxi San Jos‚,Nissan,2006,Automovil,Sedan
TSJ-000992,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-000993,Taxi San Jos‚,Nissan,2018,Automovil,Sedan
TSJ-000994,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-000995,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-000996,Taxi San Jos‚,Nissan,2011,Automovil,Sedan
TSJ-000997,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-000998,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-000999,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001000,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001001,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001002,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-001003,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001004,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-001006,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001007,Taxi San Jos‚,Geo,1992,Automovil,Sedan
TSJ-001008,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-001009,Taxi San Jos‚,Nissan,2012,Automovil,Sedan
TSJ-001010,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001011,Taxi San Jos‚,Toyota,2006,Autobus,Sedan
TSJ-001012,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-001013,Taxi San Jos‚,Toyota,2018,Automovil,Sedan
TSJ-001014,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-001015,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001016,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-001017,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001018,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-001020,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001022,Taxi San Jos‚,Toyota,1992,Automovil,Sedan
TSJ-001023,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001024,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001025,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001026,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001027,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-001028,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001029,Taxi San Jos‚,Nissan,2014,Automovil,Sedan
TSJ-001030,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001031,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-001032,Taxi San Jos‚,Nissan,2018,Automovil,Sedan
TSJ-001033,Taxi San Jos‚,Chevrolet,2009,Automovil,Sedan
TSJ-001034,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001035,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001036,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001037,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001039,Taxi San Jos‚,Nissan,2003,Automovil,Sedan
TSJ-001041,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001042,Taxi San Jos‚,Hyundai,1997,Automovil,Sedan
TSJ-001043,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-001044,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001045,Taxi San Jos‚,Faw,2014,Automovil,Sedan
TSJ-001046,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001047,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001048,Taxi San Jos‚,Toyota,2005,Taxi,Sedan
TSJ-001049,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001050,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-001051,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-001052,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-001053,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001054,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-001055,Taxi San Jos‚,Nissan,2012,Automovil,Sedan
TSJ-001056,Taxi San Jos‚,Nissan,2002,Automovil,Sedan
TSJ-001058,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-001059,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001060,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-001061,Taxi San Jos‚,Nissan,1987,Automovil,Sedan
TSJ-001062,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001063,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001064,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-001065,Taxi San Jos‚,Nissan,2013,Automovil,Sedan
TSJ-001066,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001067,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001068,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-001069,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001070,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-001071,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-001072,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001073,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001074,Taxi San Jos‚,Toyota,2006,Taxi,Sedan
TSJ-001075,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-001076,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-001077,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001079,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001080,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001081,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001082,Taxi San Jos‚,Hyundai,1999,Automovil,Sedan
TSJ-001083,Taxi San Jos‚,Nissan,2011,Automovil,Sedan
TSJ-001084,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-001085,Taxi San Jos‚,Greatwall,2013,Automovil,Sedan
TSJ-001086,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001087,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001088,Taxi San Jos‚,Daihatsu,2012,Automovil,Rural
TSJ-001089,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001091,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001092,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-001093,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001094,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001095,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-001098,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001099,Taxi San Jos‚,Kia,2008,Automovil,Sedan
TSJ-001100,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001102,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-001103,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-001104,Taxi San Jos‚,Nissan,2009,Automovil,Sedan
TSJ-001105,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001106,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-001107,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-001108,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001109,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001110,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-001112,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001113,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001115,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001116,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001117,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001118,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001119,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001120,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001121,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-001122,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001123,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001124,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-001125,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001126,Taxi San Jos‚,Faw,2017,Automovil,Sedan
TSJ-001127,Taxi San Jos‚,Nissan,2011,Automovil,Sedan
TSJ-001128,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001129,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-001130,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-001131,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001132,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001133,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001134,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001136,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001137,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-001138,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-001139,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-001140,Taxi San Jos‚,Toyota,2018,Automovil,Sedan
TSJ-001141,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001142,Taxi San Jos‚,Nissan,2018,Automovil,Sedan
TSJ-001143,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-001144,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-001145,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001146,Taxi San Jos‚,Hyundai,2007,Automovil,Rural
TSJ-001147,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001148,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001149,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-001150,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001151,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001152,Taxi San Jos‚,Hyundai,2014,Automovil,Sedan
TSJ-001153,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001154,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001155,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001156,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001160,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001161,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-001162,Taxi San Jos‚,Hyundai,1999,Automovil,Sedan
TSJ-001163,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001164,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001165,Taxi San Jos‚,Nissan,2006,Automovil,Sedan
TSJ-001166,Taxi San Jos‚,Nissan,2018,Automovil,Sedan
TSJ-001167,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001168,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-001169,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-001170,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-001171,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-001172,Taxi San Jos‚,Chevrolet,2005,Automovil,Sedan
TSJ-001174,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001175,Taxi San Jos‚,Toyota,2015,Automovil,Sedan
TSJ-001177,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001178,Taxi San Jos‚,Toyota,2006,Taxi,Sedan
TSJ-001179,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001180,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001181,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001182,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001183,Taxi San Jos‚,Toyota,2006,Taxi,Sedan
TSJ-001184,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001185,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001187,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001188,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001189,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001190,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001191,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001192,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001193,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-001194,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001195,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-001196,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001197,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001198,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-001199,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-001200,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001201,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001202,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001203,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001204,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-001205,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-001208,Taxi San Jos‚,Nissan,2013,Automovil,Sedan
TSJ-001209,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001210,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001211,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001212,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001213,Taxi San Jos‚,Toyota,2005,Taxi,Sedan
TSJ-001214,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001215,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001216,Taxi San Jos‚,Greatwall,2015,Automovil,Sedan
TSJ-001217,Taxi San Jos‚,Nissan,2007,Carga liviana,Rural
TSJ-001218,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001219,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-001220,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-001221,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001222,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-001223,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001224,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-001226,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001227,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-001228,Taxi San Jos‚,Suzuki,2010,Automovil,Sedan
TSJ-001229,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-001230,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-001231,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-001233,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-001234,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-001235,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001236,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-001237,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001238,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001239,Taxi San Jos‚,Hyundai,2014,Automovil,Sedan
TSJ-001240,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-001241,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001242,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001244,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-001245,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-001246,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001247,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001248,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-001249,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-001250,Taxi San Jos‚,Greatwall,2017,Automovil,Sedan
TSJ-001251,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-001253,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
